date,make,model,year,transmission,fuel_type,mileage,region,sale_amount
2023-04-07,Audi,A3,2021,Automatic,Electric,13203,Leinster,30200
2022-12-09,Audi,A1,2021,Semi-Auto,Petrol,1413,Ulster,31800
2022-07-08,Audi,A3,2021,Semi-Auto,Petrol,-1,Connacht,28500
2023-02-27,Audi,A3,2018,Automatic,Diesel,28744,Leinster,18900
2022-08-02,Audi,A5,2020,Semi-Auto,E,11200,Ulster,29900
2022-08-20,Audi,A3,2018,Manual,Petrol,10186,Connacht,20100
2022-06-08,Audi,A3,2021,Automatic,Electric,5500,Munster,26000
2022-05-04,Audi,Q2,2022,Manual,Electric,1200,Munster,30000
2022-05-12,Audi,A5,2019,Semi-Auto,Petrol,12583,Connacht,33600
2022-11-27,Audi,A3,2021,Semi-Auto,Petrol,2727,Munster,25200
2023-02-08,Audi,A5,2019,Semi-Auto,Petrol,17002,Connacht,28700
2023-02-21,Audi,Q3,2020,Manual,Petrol,10677,Munster,26000
2023-01-24,Audi,A1,2018,Auto,Petrol,7011,Leinster,15400
2023-01-18,Audi,A4,2018,Auto,Diesel,53342,Ulster,19800
2023-03-05,Audi,Q5,2022,Automatic,Electric,1332,Leinster,53200
2022-08-28,Audi,A4,2020,Automatic,Petrol,12952,Munster,42600
2022-11-22,Audi,A1,2022,Manual,Petrol,1438,Ulster,25900
2022-06-17,Audi,A1,2021,Semi-Auto,Petrol,1782,Munster,31500
2022-12-15,Audi,A4,2018,Auto,Diesel,51970,Leinster,21700
2023-01-29,Audi,A5,2016,Automatic,Diesel,55000,Leinster,23700
2023-01-13,Audi,Q2,2021,Manual,Electric,1540,Leinster,29000
2022-12-11,Audi,Q3,2017,Automatic,Diesel,39998,Leinster,21400
2023-04-15,Audi,Q2,2021,Manual,E,4800,Connacht,31200
2022-10-19,Audi,Q5,2021,Semi-Auto,Electric,5500,Leinster,49700
2022-12-26,Audi,Q2,2022,Manual,Petrol,1350,Ulster,30000
2023-03-10,Audi,Q2,2019,Manual,Petrol,21681,Leinster,20400
2022-11-25,Audi,A4,2020,Semi-Auto,Petrol,18260,Ulster,44100
2023-02-07,Audi,Q5,2021,Semi-Auto,Electric,5006,Connacht,46500
2023-04-01,Audi,A4,2021,Semi-Auto,Petrol,16211,Ulster,31800
2022-11-22,Audi,A1,2018,Auto,Petrol,21246,Leinster,14600
2022-11-12,Audi,A1,2022,Semi-Auto,Electric,6000,Connacht,28200
2022-12-23,Audi,A4,2019,Automatic,D,18047,Munster,25900
2022-11-27,Audi,Q5,2022,Semi-Auto,Electric,4800,Munster,63600
2023-03-05,Audi,Q5,2021,Semi-Auto,Electric,2386,Munster,40600
2022-08-21,Audi,A1,2018,Manual,Petrol,26837,Leinster,14600
2023-04-05,Audi,Q2,2022,Automatic,Petrol,1097,Leinster,34200
2023-01-19,Audi,A5,2018,Auto,Diesel,49188,Munster,27600
2023-03-25,Audi,A5,2019,Semi-Auto,Petrol,53099,Munster,36400
2022-09-29,Audi,A6,2021,Automatic,Electric,3600,Ulster,46200
2023-01-14,Audi,A6,2021,Semi-Auto,Diesel,7889,Munster,37700
2022-09-03,Audi,A1,2018,Manual,Petrol,37538,Connacht,14000
2023-03-03,Audi,A3,2021,Semi-Auto,Petrol,4764,Leinster,28700
2023-01-27,Audi,A3,2017,Manual,Diesel,128000,Leinster,9500
2023-02-13,Audi,A3,2019,Semi-Auto,Petrol,15100,Munster,30500
2022-07-03,Audi,A4,2019,Semi-Auto,P,21758,Connacht,28000
2022-07-16,Audi,A5,2018,Manual,Diesel,31097,Ulster,16400
2022-10-12,Audi,A4,2018,Automatic,Diesel,50400,Leinster,19200
2023-01-05,Audi,Q3,2022,Manual,Petrol,3600,Connacht,35900
2022-06-22,Audi,A4,2017,Manual,Diesel,42914,Leinster,14300
2023-03-23,Audi,Q3,2021,Manual,Petrol,7200,Ulster,35000
2023-04-03,Audi,A4,2019,Manual,P,26644,Leinster,19400
2022-10-14,Audi,Q3,2022,Manual,Electric,1200,Munster,35100
2023-02-23,Audi,A5,2019,Automatic,P,14362,Connacht,26300
2022-09-19,Audi,A3,2015,Manual,Diesel,54477,Munster,9100
2022-07-09,Audi,A1,2018,Semi-Auto,Petrol,14934,Munster,16800
2022-05-18,Audi,A6,2021,Automatic,Electric,4097,Leinster,43200
2022-08-31,Audi,A4,2018,Automatic,Diesel,41954,Connacht,20800
2022-09-06,Audi,Q5,2020,Semi-Auto,Electric,13218,Connacht,41900
2022-09-09,Audi,A3,2021,Semi-Auto,Petrol,4319,Leinster,39600
2022-08-25,Audi,Q3,2019,Manual,Petrol,26005,Ulster,19200
2022-07-21,Audi,Q3,2016,Semi-Auto,Diesel,23689,Leinster,19500
2022-09-16,Audi,A3,2018,Manual,Diesel,41593,Connacht,14600
2022-07-17,Audi,Q3,2019,Manual,Petrol,29126,Munster,22900
2022-11-25,Audi,A3,2011,Manual,Diesel,124000,Leinster,5100
2022-09-02,Audi,Q5,2021,Semi-Auto,Petrol,4800,Leinster,47100
2022-05-14,Audi,A3,2010,Manual,Petrol,74400,Munster,6400
2023-01-01,Audi,A3,2019,Manual,Petrol,13200,Connacht,26000
2022-08-15,Audi,A6,2019,Semi-Auto,D,28899,Connacht,26200
2022-12-29,Audi,A4,2018,Semi-Auto,Diesel,50900,Munster,19400
2022-08-02,Audi,A3,2017,Manual,Petrol,30791,Munster,14200
2022-12-07,Audi,A3,2017,Automatic,Petrol,12021,Ulster,20800
2023-01-30,Audi,Q2,2022,Automatic,P,1800,Munster,34800
2023-01-14,Audi,Q2,2019,Manual,Petrol,21600,Leinster,22100
2022-08-05,Audi,A3,2019,Semi-Auto,Petrol,1415,Connacht,21400
2022-12-29,Audi,A1,2017,Manual,Petrol,22910,Munster,14800
2022-07-24,Audi,A3,2015,Auto,D,65356,Munster,12600
2022-07-17,Audi,A5,2019,,Diesel,36893,Munster,27300
2023-01-17,Audi,A3,2021,Manual,,6646,Leinster,26000
2023-03-12,Audi,Q3,2017,Manual,Diesel,49500,Munster,20800
2023-03-11,Audi,A5,2016,Semi-Auto,Diesel,57354,Leinster,16000
2023-01-15,Audi,A3,2021,Automatic,Petrol,7200,Leinster,47600
2022-10-01,Audi,Q5,2020,Semi-Auto,Petrol,25889,Munster,48000
2023-02-27,Audi,A3,2016,Manual,Petrol,34300,Leinster,17800
2022-10-22,Audi,Q2,2021,Semi-Auto,Electric,3873,Leinster,29900
2022-06-24,Audi,A3,2019,Manual,D,76928,Ulster,16200
2022-08-22,Audi,Q3,2018,Manual,Diesel,20832,Leinster,24500
2022-11-27,Audi,Q3,2020,Manual,Electric,19097,Leinster,29200
2022-05-07,Audi,Q5,2018,Semi-Auto,Diesel,56211,Munster,34200
2022-10-19,Audi,A5,2021,Semi-Auto,E,4950,Connacht,37000
2022-08-08,Audi,A5,2021,Manual,Petrol,1235,Leinster,50700
2022-07-29,Audi,Q3,2019,Manual,Petrol,26760,Leinster,20100
2022-05-16,Audi,Q5,2018,Semi-Auto,Diesel,41411,Munster,31700
2022-11-25,Audi,Q3,2021,Semi-Auto,Diesel,6600,Munster,44200
2023-01-20,Audi,Q5,2019,Automatic,Petrol,36355,Connacht,36800
2022-08-27,Audi,Q2,2020,Automatic,Diesel,6060,Connacht,28700
2023-03-02,Audi,A6,2021,Auto,Electric,1572,Leinster,45500
2022-05-10,Audi,A5,2021,Manual,E,2970,Connacht,33400
2022-10-06,Audi,Q5,2022,Semi-Auto,Electric,6600,Leinster,45600
2022-05-27,Audi,A6,2018,Automatic,Diesel,49200,Leinster,22800
2022-08-22,Audi,A6,2018,Manual,Diesel,68934,Connacht,23100
2022-09-12,Audi,Q3,2021,Semi-Auto,Petrol,6244,Connacht,42000
2023-01-01,Audi,A1,2022,Semi-Auto,Petrol,4500,Connacht,28800
2023-01-04,Audi,A1,2021,Manual,Petrol,1260,Leinster,25200
2022-06-18,,A4,2018,Semi-Auto,Diesel,41529,Munster,21400
2022-07-05,Audi,A6,2019,Semi-Auto,Diesel,11509,Leinster,31500
2022-08-04,Audi,A4,2017,Semi-Auto,Diesel,27924,Connacht,25200
2022-12-28,Audi,Q3,2019,Manual,Diesel,31269,Leinster,22100
2022-08-30,Audi,Q3,2021,Automatic,Petrol,2296,Connacht,37700
2023-04-18,Audi,A3,2018,Manual,Diesel,25634,Leinster,16100
2022-08-12,Audi,A4,2020,Semi-Auto,Electric,31941,Munster,33600
2022-05-04,Audi,A6,2021,Automatic,Electric,4500,Leinster,37200
2023-04-03,Audi,A6,2021,Semi-Auto,Electric,967,Leinster,41300
2023-02-26,Audi,A6,2019,Semi-Auto,D,22000,Connacht,26000
2022-12-25,Audi,A1,2017,Manual,Petrol,38639,Ulster,13100
2023-01-05,Audi,Q2,2021,Manual,Petrol,4050,Leinster,31500
2022-10-04,Audi,Q3,2019,Manual,Diesel,44898,Leinster,21000
2022-11-18,Audi,A6,2019,Semi-Auto,Diesel,49200,Leinster,28700
2022-11-05,Audi,Q3,2022,Automatic,Electric,1800,Munster,38400
2022-10-28,Audi,Q5,2013,Manual,Petrol,125990,Leinster,9700
2022-08-19,Audi,A5,2019,Semi-Auto,Petrol,39637,Connacht,38500
2022-08-24,Audi,Q2,2020,Semi-Auto,Petrol,7942,Leinster,27600
2023-04-27,Audi,A4,2017,Manual,Diesel,34908,Connacht,20800
2023-03-30,Audi,A3,2019,Manual,Diesel,44493,Leinster,22000
2022-11-02,Audi,A3,2019,Manual,Petrol,10150,Leinster,21000
2022-07-23,Audi,A1,2021,Semi-Auto,Petrol,4106,Ulster,30100
2022-07-16,Audi,A1,2018,Manual,Diesel,24365,Leinster,15400
2023-02-07,Audi,A3,2019,Manual,Petrol,52690,Munster,18700
2022-09-01,Audi,A6,2018,Manual,Diesel,87560,Leinster,20600
2022-10-24,Audi,A3,2019,Manual,Diesel,8539,Leinster,24700
2022-09-27,Audi,Q2,2021,Semi-Auto,Electric,2511,Leinster,26300
2022-09-04,Audi,A4,2018,Semi-Auto,D,41696,Leinster,22700
2023-03-27,Audi,Q2,2021,Semi-Auto,Petrol,1680,Leinster,40900
2022-12-16,Audi,A4,2021,Automatic,Electric,3802,Munster,50200
2022-12-21,Audi,Q3,2022,Automatic,Electric,4302,Ulster,50400
2022-07-04,Audi,A1,2022,Semi-Auto,Electric,2310,Connacht,32400
2022-06-19,Audi,A1,2018,Semi-Auto,D,22908,Leinster,21000
2022-10-15,Audi,A1,2019,Manual,Petrol,21362,Ulster,25200
2022-12-26,Audi,A4,2017,Manual,Diesel,1260,Ulster,18900
2023-02-21,Audi,Q3,2015,Semi-Auto,Diesel,30256,Leinster,19300
2022-08-24,Audi,A5,2021,Automatic,Electric,9735,Leinster,37800
2022-12-31,Audi,Q3,2021,Automatic,Petrol,7200,Connacht,53200
2022-07-17,Audi,A5,2021,Automatic,Electric,6000,Leinster,32400
2022-05-11,Audi,A3,2018,Semi-Auto,Diesel,24957,Munster,20800
2022-05-17,Audi,A5,2019,Manual,Diesel,18458,Leinster,24200
2022-11-19,Audi,A3,2019,Manual,Diesel,57786,Leinster,13800
2022-06-26,Audi,Q3,2021,Automatic,Diesel,1281,Ulster,46800
2022-06-11,Audi,A3,2017,Manual,Diesel,69431,Connacht,12300
2022-07-30,Audi,Q2,2021,Semi-Auto,Petrol,7089,Munster,33500
2022-12-01,Audi,Q3,2016,Semi-Auto,Diesel,26542,Ulster,19500
2022-07-21,Audi,A3,2021,Manual,Electric,1308,Leinster,25900
2023-02-06,Audi,A6,2020,Automatic,Petrol,24200,Munster,83900
2022-09-26,Audi,A3,2021,Manual,Petrol,4000,Leinster,27000
2022-05-01,Audi,A6,2015,Auto,Diesel,53100,Ulster,17300
2023-03-18,Audi,A5,2021,Automatic,Electric,12029,Munster,31800
2022-10-14,Audi,Q2,2021,Manual,Electric,7815,Connacht,28600
2023-01-23,Audi,A1,2019,Manual,Petrol,12600,Leinster,18100
2022-06-21,Audi,A3,2021,Manual,Electric,5240,Leinster,26400
2022-10-28,Audi,A3,2021,Manual,Petrol,6327,Connacht,21600
2022-08-13,Audi,Q2,2021,Semi-Auto,Petrol,4000,Munster,30800
2022-11-27,Audi,Q3,2021,,Petrol,1116,Ulster,45600
2022-11-11,Audi,A3,2018,Semi-Auto,Petrol,24417,Connacht,22700
2023-02-11,Audi,A5,2016,Manual,Diesel,34748,Connacht,16800
2022-11-23,Audi,A4,2019,Semi-Auto,Petrol,26640,Leinster,22700
2022-12-27,Audi,A5,2019,Manual,Petrol,18046,Munster,24300
2022-12-04,Audi,A4,2022,Semi-Auto,Diesel,4000,Connacht,57600
2023-01-01,Audi,A6,2020,Semi-Auto,Electric,10397,Ulster,30500
2022-05-17,Audi,Q2,2019,Automatic,Petrol,20508,Connacht,28700
2022-09-22,Audi,A1,2020,Manual,Petrol,7571,Leinster,18200
2022-10-23,Audi,A4,2022,Semi-Auto,Petrol,20340,Leinster,39000
2022-10-25,Audi,A3,2020,Automatic,Petrol,12187,Munster,34400
2022-06-11,Audi,Q5,2021,Auto,Electric,4140,Connacht,46200
2023-01-14,Audi,A3,2018,Manual,Diesel,82838,Connacht,12000
2022-08-07,Audi,A3,2019,Semi-Auto,Petrol,33028,Leinster,28200
2023-01-26,Audi,Q3,2018,Semi-Auto,Petrol,32910,Leinster,27300
2022-11-25,Audi,A1,2017,Manual,Petrol,23581,Connacht,14800
2022-06-28,Audi,A3,2017,Auto,Petrol,23667,Connacht,19300
2022-08-24,Audi,A3,2018,Manual,Petrol,42832,Leinster,15600
2022-06-09,Audi,A3,2019,Manual,,9443,Munster,26600
2022-10-08,Audi,A5,2021,Manual,Electric,8200,Leinster,35100
2023-02-15,Audi,Q3,2022,,Petrol,1650,Munster,40100
2023-01-13,Audi,A3,2019,Semi-Auto,Petrol,58611,Munster,20400
2022-06-09,Audi,A6,2021,Automatic,Electric,1800,Leinster,39600
2023-04-28,Audi,A1,2018,Manual,Petrol,11180,Leinster,16200
2023-04-05,Audi,A3,2021,Manual,D,9000,Munster,22800
2022-08-11,Audi,Q2,2021,Semi-Auto,Diesel,4027,Munster,31600
2022-11-26,Audi,Q5,2020,Semi-Auto,Electric,14600,Munster,42000
2022-07-08,Audi,A4,2018,Manual,Diesel,50127,Munster,16800
2023-01-24,Audi,Q3,2020,Manual,Electric,9416,Connacht,24600
2022-12-04,Audi,A3,2019,Manual,Diesel,39141,Leinster,19200
2022-08-21,Audi,A1,2017,Manual,Diesel,24231,Munster,13900
2023-02-17,Audi,Q2,2019,Manual,Petrol,-1,Munster,29000
2022-10-28,Audi,Q3,2019,Semi-Auto,Petrol,29880,Connacht,24000
2022-09-12,Audi,Q3,2021,Manual,D,967,Leinster,34200
2022-10-03,Audi,Q2,2019,Manual,Petrol,28031,Leinster,19000
2022-10-15,Audi,A4,2021,Semi-Auto,Petrol,1567,Connacht,32900
2022-08-19,Audi,A1,2019,Manual,Petrol,30730,Leinster,19600
2022-11-22,Audi,A5,2018,Manual,Diesel,32899,Munster,21000
2022-12-20,Audi,A1,2018,Semi-Auto,Petrol,34386,Connacht,17500
2023-01-06,Audi,A1,2018,Semi-Auto,Petrol,34635,Leinster,15600
2022-05-14,Audi,A1,2019,,Petrol,20966,Leinster,18000
2022-10-05,Audi,Q3,2018,Manual,Diesel,29858,Munster,25200
2023-01-04,Audi,A3,2021,Semi-Auto,Electric,3276,Connacht,31500
2022-12-23,Audi,A4,2017,Manual,Diesel,49179,Munster,17500
2023-04-11,Audi,A5,2021,Semi-Auto,Petrol,9289,Connacht,32300
2023-02-16,Audi,A3,2016,Auto,Petrol,24076,Munster,18900
2023-02-20,Audi,A3,2021,Automatic,Electric,1088,Munster,29600
2022-08-07,Audi,Q3,2018,Semi-Auto,Petrol,44313,Connacht,20400
2022-08-08,Audi,A3,2016,Semi-Auto,D,78435,Leinster,11300
2023-02-28,Audi,A3,2020,Manual,Petrol,17500,Munster,28000
2022-11-20,Audi,Q3,2018,Manual,Diesel,35940,Munster,21200
2022-06-04,Audi,A6,2018,Semi-Auto,Diesel,43065,Leinster,24000
2023-01-11,Audi,A3,2019,Manual,Diesel,23148,Ulster,16900
2022-07-31,Audi,Q2,2019,Manual,Petrol,17674,Leinster,26500
2023-03-02,Audi,Q3,2021,Manual,E,2688,Ulster,37000
2022-09-08,Audi,A5,2017,Automatic,Diesel,-1,Connacht,22100
2023-03-30,Audi,A4,2021,Auto,Electric,4138,Leinster,37200
2022-06-26,Audi,Q3,2021,,Electric,3367,Connacht,39100
2022-09-17,Audi,A1,2017,Manual,Petrol,32650,Ulster,13500
2022-08-17,Audi,Q2,2022,Manual,Petrol,2466,Connacht,34900
2022-07-11,Audi,Q3,2020,Semi-Auto,Petrol,8281,Leinster,32900
2023-02-19,Audi,A1,2019,Manual,Petrol,20670,Leinster,15000
2022-10-22,Audi,A3,2021,Manual,Petrol,11516,Leinster,22200
2023-02-15,Audi,A1,2019,Manual,Petrol,7747,Munster,20300
2022-11-03,Audi,Q3,2020,Semi-Auto,Electric,47300,Connacht,26400
2022-07-18,Audi,A1,2019,Manual,Petrol,21560,Connacht,16800
2023-03-12,Audi,A1,2017,Automatic,Diesel,27444,Ulster,15200
2023-04-24,Audi,A3,2021,Manual,E,1529,Ulster,33500
2023-01-25,Audi,A3,2021,Manual,Electric,4986,Ulster,31200
2023-01-19,Audi,Q3,2022,Semi-Auto,E,1174,Leinster,43400
2023-02-25,Audi,A1,2019,Manual,Diesel,19187,Connacht,16100
2023-01-09,Audi,Q3,2022,Manual,Electric,2180,Munster,40600
2022-07-05,Audi,A3,2022,Semi-Auto,Petrol,6600,Connacht,42000
2022-08-26,Audi,Q2,2019,Semi-Auto,Petrol,29150,Munster,22300
2023-01-11,Audi,Q5,2021,Semi-Auto,Electric,3119,Munster,37200
2023-04-23,Audi,Q3,2017,Semi-Auto,Diesel,39240,Munster,23100
2022-07-14,Audi,A1,2015,Manual,Diesel,52070,Munster,12000
2022-10-12,Audi,A5,2021,Automatic,Petrol,16113,Leinster,36200
2022-10-30,Audi,A3,2017,Manual,Diesel,38679,Connacht,18200
2023-01-11,Audi,A6,2014,Automatic,Diesel,80122,Leinster,15000
2023-01-12,Audi,A4,2021,Semi-Auto,P,1071,Munster,35000
2023-03-23,Audi,A3,2020,Automatic,Petrol,15081,Ulster,22400
2022-10-04,Audi,A3,2021,Semi-Auto,Petrol,993,Connacht,44000
2022-11-17,Audi,A4,2018,Automatic,Diesel,29273,Munster,18100
2022-11-06,Audi,Q3,2019,Manual,Petrol,33678,Leinster,19800
2023-01-14,Audi,Q2,2021,Manual,Petrol,1697,Connacht,28700
2022-05-14,Audi,A3,2017,Manual,Diesel,49500,Connacht,13700
2022-08-12,Audi,A6,2018,Manual,D,45180,Leinster,22200
2022-12-05,Audi,A1,2019,Manual,Petrol,19245,Leinster,15600
2022-09-09,Audi,Q5,2019,Semi-Auto,Diesel,-1,Leinster,36400
2023-02-09,Audi,A5,2021,Automatic,P,2500,Ulster,48100
2023-04-08,Audi,Q2,2022,Semi-Auto,Petrol,1083,Leinster,39000
2022-10-07,Audi,Q3,2018,Semi-Auto,Petrol,48304,Ulster,26400
2023-04-05,Audi,A1,2019,Manual,Petrol,26011,Munster,18200
2023-01-08,Audi,A3,2012,Manual,Petrol,51100,Munster,11900
2022-12-22,Audi,A5,2021,Auto,Electric,11550,Leinster,43000
2023-04-12,Audi,Q3,2021,Manual,E,1188,Leinster,36000
2022-12-05,Audi,Q5,2021,Semi-Auto,Electric,13934,Connacht,45400
2022-06-19,Audi,A3,2022,Semi-Auto,Petrol,5319,Connacht,46800
2023-03-22,Audi,A1,2017,Manual,Petrol,49565,Connacht,13000
2022-12-15,Audi,Q2,2021,Semi-Auto,Petrol,4203,Ulster,37600
2022-12-11,Audi,A1,2019,Manual,Diesel,36746,Munster,18600
2022-12-20,Audi,Q3,2021,Automatic,Electric,4200,Ulster,50400
2023-04-03,Audi,A6,2016,Manual,Diesel,66441,Leinster,16100
2023-01-06,Audi,Q3,2018,Manual,Diesel,16146,Leinster,25100
2022-11-23,Audi,Q3,2021,Semi-Auto,P,18046,Ulster,41800
2022-10-18,Audi,A4,2019,Auto,Petrol,15726,Munster,26600
2022-07-25,Audi,Q3,2019,Semi-Auto,Diesel,16008,Connacht,26900
2022-08-07,Audi,A3,2019,Manual,Diesel,45886,Munster,14700
2022-07-19,Audi,A3,2017,Automatic,Petrol,5481,Ulster,21400
2022-11-15,Audi,Q3,2021,Semi-Auto,P,6408,Munster,52000
2023-04-24,Audi,A5,2015,Semi-Auto,Diesel,64198,Connacht,12600
2023-04-09,Audi,A5,2021,Automatic,Petrol,4836,Leinster,39900
2022-07-24,Audi,A6,2018,Automatic,D,37998,Connacht,30400
2023-01-27,Audi,Q3,2021,Manual,Electric,6100,Connacht,33600
2022-10-20,Audi,A3,2018,Manual,Petrol,33043,Connacht,13800
2022-07-12,Audi,Q2,2021,Manual,Electric,3386,Ulster,24800
2022-12-21,Audi,A5,2021,Semi-Auto,Petrol,9391,Leinster,33700
2022-11-23,Audi,A5,2020,Manual,Electric,21100,Ulster,28800
2022-06-12,Audi,A4,2021,Automatic,Petrol,5700,Munster,37700
2022-07-31,Audi,Q3,2018,Manual,Diesel,30095,Ulster,19200
2022-09-19,Audi,A6,2021,Auto,Electric,3150,Munster,43400
2023-03-16,Audi,Q2,2019,Manual,Petrol,20983,Leinster,29400
2023-03-25,Audi,A1,2019,Manual,Diesel,19210,Connacht,16500
2022-05-31,Audi,A1,2018,Manual,Diesel,41976,Leinster,15100
2022-08-01,Audi,A4,2021,Automatic,Electric,6400,Munster,40300
2023-01-18,Audi,Q5,2018,Automatic,Diesel,37163,Connacht,26900
2022-07-13,Audi,A1,2021,Manual,Petrol,12163,Connacht,20400
2022-09-28,Audi,A3,2018,Manual,P,35944,Munster,15600
2023-03-02,Audi,A1,2021,Semi-Auto,P,10781,Connacht,31500
2023-03-17,Audi,A5,2019,Semi-Auto,Diesel,6926,Munster,26300
2022-07-24,Audi,A3,2022,Manual,Electric,3150,Connacht,29100
2022-11-17,Audi,A1,2017,Manual,Diesel,50106,Munster,14300
2022-05-09,Audi,A6,2019,Semi-Auto,Diesel,37730,Leinster,35000
2023-03-27,Audi,A6,2018,Manual,Diesel,34106,Connacht,26600
2022-05-03,Audi,A5,2021,Auto,Electric,6000,Leinster,39200
2022-11-07,Audi,Q2,2022,Semi-Auto,Petrol,5989,Connacht,40600
2022-08-19,Audi,A5,2021,Semi-Auto,Electric,1000,Connacht,43400
2022-07-10,Audi,A6,2021,Automatic,Electric,6777,Munster,32400
2022-11-26,Audi,A3,2019,Semi-Auto,Petrol,14738,Connacht,25800
2023-04-04,Audi,Q3,2021,Semi-Auto,Petrol,4536,Leinster,41700
2022-07-07,Audi,A4,2016,Manual,Diesel,73570,Connacht,11400
2022-07-13,Audi,A3,2018,Manual,Petrol,34506,Connacht,15300
2022-09-27,Audi,A4,2018,Semi-Auto,Diesel,29893,Leinster,35300
2022-06-08,Audi,A4,2018,Manual,Diesel,52383,Ulster,15000
2022-09-12,Audi,A1,2021,Semi-Auto,Petrol,4284,Leinster,31200
2022-05-17,Audi,A1,2019,Manual,Diesel,22262,Connacht,17400
2022-11-10,Audi,A5,2019,Semi-Auto,Diesel,26400,Munster,29900
2022-11-21,Audi,Q2,2019,Auto,Petrol,13671,Leinster,28500
2022-06-15,Audi,A1,2020,Semi-Auto,Petrol,22400,Munster,16800
2023-01-16,Audi,Q3,2018,Automatic,D,23186,Ulster,25200
2023-02-02,Audi,Q3,2021,Semi-Auto,Diesel,11200,Leinster,33000
2022-06-11,Audi,Q2,2021,Automatic,Electric,1307,Leinster,31200
2023-03-30,Audi,A4,2019,Semi-Auto,Diesel,20822,Munster,21100
2022-08-17,Audi,A3,2021,Manual,Electric,5012,Leinster,24400
2023-03-22,Audi,A1,2019,Manual,Petrol,8773,Connacht,14800
2022-10-31,Audi,A3,2021,Manual,Petrol,10209,Leinster,26600
2022-05-24,Audi,A5,2022,Semi-Auto,Electric,3600,Munster,37000
2023-01-23,Audi,A6,2017,Automatic,Diesel,76300,Leinster,16600
2023-01-01,Audi,Q2,2021,Auto,E,5313,Ulster,27600
2022-10-17,Audi,A3,2019,Semi-Auto,Petrol,13711,Connacht,22800
2022-05-05,Audi,Q5,2021,Semi-Auto,E,1265,Leinster,44800
2022-07-10,Audi,Q3,2020,Manual,Petrol,10429,Leinster,26100
2023-02-22,Audi,A4,2022,Semi-Auto,Petrol,3600,Munster,38400
2022-10-22,Audi,Q3,2022,Semi-Auto,Electric,5400,Munster,47900
2023-01-24,Audi,A1,2017,Manual,Petrol,36921,Munster,16600
2023-03-25,Audi,Q2,2021,Manual,Petrol,-1,Leinster,25300
2023-02-09,Audi,A4,2016,Automatic,Petrol,66142,Connacht,18700
2023-01-01,Audi,Q5,2015,Semi-Auto,Diesel,54143,Munster,24000
2022-07-26,Audi,Q3,2021,Manual,Electric,5400,Munster,42000
2023-01-21,Audi,A3,2021,Semi-Auto,P,-1,Leinster,45500
2022-08-08,Audi,A3,2019,Manual,,37400,Munster,16800
2023-04-30,Audi,A4,2020,Manual,Petrol,10364,Munster,28600
2022-11-07,Audi,Q2,2022,Semi-Auto,Petrol,7200,Ulster,31300
2022-11-20,Audi,Q5,2015,Manual,Petrol,63125,Connacht,22300
2022-06-10,Audi,Q3,2016,Manual,Petrol,34095,Connacht,17400
2022-07-04,Audi,Q5,2021,Semi-Auto,Electric,1415,Ulster,38400
2022-06-02,Audi,A1,2021,Automatic,Electric,4383,Munster,24000
2023-01-23,Audi,A4,2021,Semi-Auto,Petrol,16267,Leinster,22400
2022-09-26,Audi,A3,2018,Automatic,Diesel,39255,Munster,22800
2023-02-06,Audi,A5,2021,Semi-Auto,Petrol,1145,Connacht,49000
2022-05-04,Audi,A3,2017,Semi-Auto,Petrol,34823,Leinster,24000
2022-11-19,Audi,A5,2017,Automatic,D,57141,Leinster,21000
2023-03-13,Audi,Q5,2021,Auto,Diesel,1494,Leinster,40800
2023-03-17,Audi,A3,2018,Semi-Auto,Petrol,60000,Connacht,26000
2023-01-15,Audi,Q2,2019,Manual,Petrol,30144,Leinster,24500
2023-04-21,Audi,Q3,2021,Manual,Electric,2100,Leinster,37000
2022-08-08,Audi,Q3,2022,Semi-Auto,Electric,5500,Munster,46800
2023-03-23,Audi,A3,2019,Manual,Diesel,11800,Munster,18200
2022-07-01,Audi,A1,2022,Semi-Auto,Petrol,2100,Leinster,32200
2022-11-16,Audi,A4,2018,Manual,P,23596,Leinster,21600
2022-10-09,Audi,A1,2021,Semi-Auto,Electric,4200,Connacht,30300
2022-11-01,Audi,A4,2021,Automatic,Diesel,6715,Connacht,34800
2023-04-16,Audi,Q2,2021,Manual,Petrol,3198,Connacht,31900
2022-11-26,Audi,A3,2018,Semi-Auto,Petrol,30576,Munster,16700
2023-04-05,Audi,A6,2021,Automatic,Electric,1500,Leinster,52400
2022-06-05,Audi,Q3,2021,Semi-Auto,Diesel,13479,Ulster,37600
2022-12-30,Audi,A3,2021,Manual,Diesel,7154,Munster,28500
2023-02-25,Audi,A4,2019,Manual,Diesel,29427,Connacht,23800
2022-07-19,Audi,Q3,2019,Automatic,Diesel,11141,Leinster,20900
2022-11-15,Audi,A1,2018,Manual,P,31129,Ulster,18100
2022-06-20,Audi,Q3,2018,Manual,Petrol,46750,Connacht,17700
2023-04-06,Audi,Q3,2018,Semi-Auto,Petrol,11979,Munster,28600
2023-03-31,Audi,A3,2016,Semi-Auto,Diesel,36300,Munster,14200
2022-12-16,Audi,A4,2021,Semi-Auto,Petrol,2498,Leinster,41500
2022-11-25,Audi,Q3,2017,Manual,Diesel,19415,Connacht,17600
2023-01-21,Audi,A1,2015,Manual,P,28110,Connacht,10900
2022-11-21,Audi,A3,2019,Manual,Petrol,39634,Leinster,19800
